,Nazwa,Pikinier,Halabardnik,Łucznik,Kusznik,Gryf,Gryf królewski,Zbrojny,Krzyżowiec,Mnich,Kapłan,Kawalerzysta,Czempion,Anioł,Archanioł,Centaur,Centaur bojowy,Krasnolud,Krasnoludzki wojownik,Leśny elf,Wysoki elf,Pegaz,Srebrny pegaz,Drzewiec,Ent,Jednorożec,Jednorożec bitewny,Zielony smok,Złoty smok,Gremlin,Większy gremlin,Kamienny gargulec,Obsydianowy gargulec,Kamienny golem,Żelazny golem,Mag,Arcymag,Dżinn,Wielki dżinn,Naga,Królewska naga,Gigant,Tytan,Chochlik,Chowaniec,Gog,Magog,Piekielny ogar,Cerber,Demon,Rogaty demon,Czart,Czarci lord,Ifryt,Sułtański ifryt,Diabeł,Arcydiabeł,Szkielet,Kościej,Ożywieniec,Zombie,Zjawa,Upiór,Wampir,Wampirzy lord,Lisz,Arcylisz,Czarny rycerz,Upiorny rycerz,Kościany smok,Upiorny smok,Troglodyta,Piekielny troglodyta,Harpia,Harpia wiedźma,Złe oko,Obserwator,Meduza,Meduza królewska,Minotaur,Wielki minotaur,Mantikora,Chimera,Czerwony smok,Czarny smok,Goblin,Hobgoblin,Wilczy jeździec,Wilczy rycerz,Ork,Uruk,Ogr,Ogr szaman,Rok,Ptak gromu,Cyklop,Cyklop królewski,Behemot,Starożytny behemot,Gnoll,Gnoll maruder,Jaszczuroczłek,Reptilion,Ważka,Smocza ważka,Bazyliszek,Bazyliszek większy,Gorgona,Wielka gorgona,Wiwerna,Wiwerna królewska,Hydra,Hydra chaosu,Nimfa,Rusałka,Żywiołak powietrza,Żywiołak burzy,Żywiołak wody,Żywiołak lodu,Żywiołak ognia,Żywiołak energii,Żywiołak ziemi,Żywiołak magmy,Żywiołak umysłu,Żywiołak magii,Ognisty ptak,Feniks,Chłop,Niziołek,Rozbójnik,Knurzy jeździec,Mumia,Nomad,Strzelec,Troll,Złoty golem,Diamentowy golem,Czarodziej,Czarodziejski smok,Rdzawy smok,Kryształowy smok,Błękitny smok
88,Ork,0.4265625,0.6135416667,0.65625,1.00625,1.9765625,2.0410022779,2.5354166667,3.55,3.1609375,3.355704698,10.325,11.2270833333,26.6708333333,49.99375,0.6708333333,0.775,0.6824925816,1.1083333333,1.221875,1.7447916667,2.6979166667,3.2989583333,2.3553530752,3.2171474359,9.5822916667,10.7208333333,22.5660027791,42.4076809453,0.1762820513,0.3235294118,0.9604166667,1.1348958333,1.1170688114,2.0196078431,2.5,2.8192371476,4.8630208333,4.8631905008,10.1255650427,16.6401041667,20.6958333333,34.2935528121,0.2511300854,0.3630208333,0.828125,0.9216589862,1.9401041667,2.7302083333,2.4989583333,3.084375,4.5942708333,5.44,9.3911458333,12.9333333333,26.8989583333,47.5953125,0.2779064382,0.4142300195,0.4818092429,0.7333333333,1.1449341209,1.4879546528,2.9713541667,7.85,3.5333333333,4.2631371,12.4317708333,13.8015625,17.5453133092,27.9739583333,0.2276234568,0.3869184708,0.8625,1.340625,1.5265788278,1.6354723708,2.0914239482,2.5407309555,5.0145833333,6.3354166667,8.2078125,8.4692708333,23.2197530864,43.2803970223,0.2906976744,0.4109375,0.8958333333,1.1364583333,1,1.2609375,1.9696969697,3.6140625,5.8421875,6.0484375,7.046875,7.3810741688,19.9677083333,30.7477567298,0.2947916667,0.4322766571,0.7994791667,1.146875,1.5583333333,1.8578125,2.5782344699,3.7645833333,5.1598958333,7.1609375,7.4375,8.4005208333,18.5585585586,33.7869791667,0.2875,0.4082509669,2.14375,1.9111285883,1.865625,2.078125,2.2911458333,2.6776041667,1.9333333333,3.1817708333,9.9145833333,11.5427083333,21.6523809524,26.0201316299,0.0369913687,0.3789792825,0.73125,0.8989583333,1.5947916667,2.1166666667,3.2083333333,4.2899036447,3.4463541667,4.4020833333,4.2635658915,35.133680244,91.3056994819,139.151043509,178.342004071
89,Uruk,0.355,0.4563492063,0.5140758874,0.8545833333,1.7366666667,1.7999196464,1.9466666667,3.1995833333,2.5766666667,2.8387585163,9.1216666667,9.8979166667,23.52625,43.1370833333,0.5925,0.6845833333,0.6370833333,0.8708333333,1.0295833333,1.4866666667,2.3870833333,2.8541666667,2.2141666667,2.8791681606,8.4654166667,9.4358333333,19.8776009792,36.6716666667,0.1535776614,0.25,0.8545833333,0.9970833333,1.0433333333,1.5606060606,1.939435182,2.3611111111,4.3045833333,4.3175,7.6363636364,14.8654166667,18.2995833333,28.1004121394,0.1811594203,0.3204166667,0.6527093596,0.7766990291,1.7104166667,2.4091666667,1.8541666667,2.7554166667,4.1341666667,4.8151062156,8.3066666667,10.9720833333,23.84375,41.13375,0.2352941176,0.2951388889,0.45375,0.635,0.84,1.3158333333,2.6879166667,7.5441666667,3.0038965639,3.6062834225,10.9508333333,12.1579166667,15.5283333333,24.9475,0.1956882255,0.28,0.77,1.19,1.2173913044,1.348768835,1.6186599875,2.1980952381,4.5066666667,5.59,7.2308333333,7.4683333333,20.51,37.35875,0.2062564455,0.3633333333,0.7920833333,1.0129166667,0.7930607187,1,1.7126389461,2.8,5.16125,5.3570833333,5.8925,6.21875,17.53875,27.105,0.2520833333,0.3260869565,0.62875,0.91125,1.3666666667,1.6054166667,1.9166666667,3.3279166667,3.89375,6.3716666667,6.5391666667,7.4716666667,13.0835185773,29.86625,0.2545833333,0.3675048356,1.89125,1.5923984273,1.4595833333,1.7208333333,2.0433333333,2.3554166667,1.6329166667,2.8458333333,8.80125,10.3216666667,18.6658456486,22.4632352941,0.0357142857,0.2976190476,0.65875,0.8016666667,1.1954166667,1.86,2.71875,3.8052768488,2.5620833333,3.2291666667,3.6216701586,30.4273504274,78.9988045427,120.29969419,154.416372895
90,Ogr,0.1911589008,0.2279032897,0.3331730769,0.5725961538,0.5253704535,0.5487506124,0.9201819686,1.2497343252,1.8461538462,2.1466346154,2.9466989703,3.235248806,7.7370124865,11.7013333333,0.1962708538,0.2207293666,0.3461538462,0.3662169266,0.6360576923,1.0194711539,0.7433983927,0.7706794147,1.3495192308,1.5139517345,2.7729157071,3.0443911218,6.5519096288,10.0689735796,0.0995475113,0.1920673077,0.2897787144,0.2988403211,0.560663826,0.6586730616,1.5348557692,1.6752403846,1.4592274678,1.4588818337,4.2729970326,5.2641334569,6.3285106383,18.1692307692,0.103950104,0.1088731628,0.4204326923,0.4524886878,0.5322797078,0.7693817468,0.9128205128,0.971659919,1.6349647361,1.6346153846,2.721642764,3.0309988519,8.0091066101,11.171298477,0.1475961538,0.162648297,0.2596153846,0.3076923077,0.4038461538,0.4038461538,1.0350615442,1.0755494506,2.0923076923,2.3579545455,3.5211742872,3.931990756,5.1709401709,6.5927277832,0.1296703297,0.1549815498,0.2668052668,0.3783182324,0.8276442308,0.8635294118,1.2164705882,1.3434225844,1.7747077577,1.8929457639,2.38,2.4495144134,6.7479908152,10.3219315895,0.1165727608,0.12,0.2551521099,0.3455319149,0.5076923077,0.5838942308,1,1.2577203818,1.6527196653,1.722473135,3.7038461539,3.9507211539,5.9469625729,8.8518943743,0.1646634615,0.1784651993,0.3747596154,0.5329326923,0.4119729643,0.4319217142,0.9520524319,1.057464455,1.8354299856,2.1488294314,2.1459227468,2.4686940966,7.6367006488,9.6659061278,0.0900163666,0.1444207966,0.5801825293,0.8736293367,0.6294964029,0.8913910392,0.6841165973,0.7145028884,0.8177884615,1.0132340778,3.0001797591,3.5999284309,5.2676088971,6.3202933985,0.033617212,0.2401442308,0.2540937324,0.2762957317,0.5153655278,0.5527074656,1.5552884615,1.2726820781,1.224239951,1.6247379455,3.0358173077,8.3958663865,21.5392764016,35.2649036307,47.3117311731
91,Ogr szaman,0.153422619,0.1790178571,0.181844422,0.3647321429,0.42535143,0.4435643564,0.728422619,1.0089285714,1.1907738095,1.4717261905,2.3824681685,2.6145418327,6.2487549801,9.4762984559,0.1580357143,0.178225494,0.2845238095,0.2927170868,0.425297619,0.646577381,0.5988439306,0.6239737274,1.1105654762,1.2096726191,2.2370865849,2.4632932897,5.284738041,8.1539335416,0.0787202381,0.1178571429,0.2345749218,0.242343863,0.4602678571,0.5288152997,0.9224702381,1.1604166667,1.1694668607,1.1714960826,3.3,4.2788690476,5.08757526,12.921875,0.0800595238,0.0871206621,0.2267218024,0.3055767762,0.429344558,0.6260416667,0.7202380952,0.784672619,1.309077381,1.3157046114,2.1970793317,2.4223358238,6.5038888181,9.0717837562,0.1169642857,0.1261127596,0.2133928571,0.2476190476,0.320855615,0.3268312928,0.8412202381,1.5729166667,1.3811011905,1.5692262944,2.8557744937,3.1776947705,4.1616509028,5.4808590103,0.1025297619,0.120499211,0.2163225172,0.3079710145,0.55,0.6099702381,0.8270833333,1.0116071429,1.4248511905,1.5228860687,1.9184027778,1.9808027923,5.4345815996,8.3726958525,0.0913690476,0.0964868877,0.2055059524,0.2788078561,0.2766969304,0.3571428571,0.7950892857,1,1.3363695511,1.39329806,2.4904761905,2.6537202381,4.793452381,7.1554524362,0.1285714286,0.1388392857,0.209077381,0.3191964286,0.3335939536,0.35030104,0.7553366174,0.8565259117,1.4648809524,1.8214285714,1.7327685791,2.0026385224,5.5735930736,7.8577106518,0.0719612718,0.1160092807,0.4709617674,0.5980802363,0.5023809524,0.615922619,0.5550595238,0.578390352,0.6566964286,0.8202380952,2.438276114,2.9172103813,4.2539058846,5.1125817739,0.0285714286,0.1394345238,0.2044642857,0.2233630952,0.4135416667,0.4477030885,0.9193452381,1.0212426449,0.9766369048,1.2864583333,2.0494047619,6.8394578734,17.5809777187,28.7327441385,38.5493570625
92,Rok,0.1196689387,0.1369036027,0.1131465517,0.1315037164,0.3198177677,0.3455457,0.5463485881,0.6780915287,0.4990262902,0.9584225901,1.7940444363,2.0291815634,4.8992210321,7.5544460704,0.1156767283,0.141382668,0.223369036,0.2262901655,0.1898734177,0.3222979552,0.4648241206,0.484738041,0.8550146056,0.9333982473,1.6951379764,1.9052088222,4.1312643093,6.4667017043,0.0609542356,0.0558848434,0.1785783836,0.1922892949,0.3621226874,0.4028237585,0.5008787346,0.6621226874,0.8607594937,0.8991123413,2.2711781889,3.0418695229,3.8012658228,9.2197663096,0.0601752678,0.0656280428,0.1423583132,0.1449362884,0.3215057637,0.4794547225,0.5374878286,0.5753651412,0.9392405063,0.972972973,1.7099318403,1.9124634859,5.0792599805,7.1659201558,0.0908471276,0.0956183057,0.1672833496,0.193962999,0.2459591042,0.2529917276,0.5404089581,1.0815968841,0.5676417431,1.00064917,2.159104187,2.4933787731,3.2386961094,4.2291066282,0.0797468354,0.0910418695,0.1635832522,0.2440116845,0.3120936281,0.3751703992,0.4628883517,0.5215112075,1.0187925998,1.1828627069,1.4390697674,1.5377915417,4.2656264175,6.6098226467,0.0687439143,0.0741022231,0.1511197663,0.2190847128,0.1711687617,0.1937515137,0.6050632911,0.7482960078,1,1.0769230769,1.1238348868,1.7869522882,3.6272638754,5.9188177718,0.1,0.1033106134,0.135248296,0.1775073028,0.264459591,0.2734177215,0.5557935735,0.6411637931,1.0995131451,1.3513145083,1.3145082765,1.5334956183,4.0617332035,5.7750730282,0.0532275235,0.0913725113,0.3552093476,0.4071033674,0.3856864654,0.3141274696,0.4103213242,0.4427279578,0.5014605648,0.5963972736,1.6251217137,2.2559883155,3.3163153672,4.0197368421,0.0218111003,0.0642068316,0.1474196689,0.1697176241,0.3211295034,0.3400194742,0.5854917235,0.7386035776,0.7265822785,0.959104187,1.3733203505,5.3400970927,14.250363901,23.0033331384,31.0596809139
93,Ptak gromu,0.1148282098,0.1325497288,0.1091570649,0.1275298032,0.3059090117,0.3146067416,0.5206148282,0.646925859,0.4829113924,0.6677944974,1.675708258,1.808318264,4.6796564195,6.9761526232,0.1118444846,0.1278481013,0.2151898734,0.2172694394,0.1839767277,0.2156913854,0.4204545455,0.4622871046,0.8121157324,0.8893309222,1.5551537071,1.7275125521,3.8783633179,6.4652454586,0.0586799277,0.0536454523,0.1715189873,0.1767810026,0.353164557,0.3962929476,0.4850651008,0.552710721,0.7992766727,0.8136120228,2.1900542496,2.5998191682,3.5297468354,7.1625678119,0.0576853526,0.0611211573,0.13774582,0.1399988333,0.3002523129,0.3919529837,0.5130198915,0.547920434,0.8991862568,0.8988764045,1.5287522604,1.8170886076,4.2409378118,6.7747739602,0.0873417722,0.0925858951,0.1610307414,0.1858047016,0.2363471971,0.2349168469,0.5205244123,0.9203435805,0.5470967742,0.6450648652,2.0048824593,2.247920434,2.9001883239,3.9962556378,0.0773056058,0.0877938517,0.1566003617,0.1978716329,0.3000803787,0.3106220906,0.3915776717,0.4439827639,0.9720614828,1.0501808318,1.3321277878,1.4191301241,4.1227531784,6.6098226467,0.0663652803,0.0683910566,0.1453887884,0.1769217361,0.1653319556,0.1866687408,0.5805605787,0.717721519,0.9285714286,1,1.0805735746,1.1470588235,3.4663652803,5.3112890726,0.0967450271,0.0996383363,0.1302893309,0.1695298373,0.2430379747,0.2617540687,0.5302893309,0.6005046257,1.0461121157,1.2896925859,1.2056800929,1.4067811935,3.8647377939,4.9882253995,0.0491203001,0.0639257116,0.3318264014,0.2746383363,0.3685352622,0.2987656262,0.393761302,0.4071731786,0.5011754069,0.5966546112,1.5090415913,1.853164557,3.1475841063,3.7980334539,0.0215189873,0.0619988427,0.1429475588,0.1638336347,0.3066907776,0.3196202532,0.4169042189,0.6922660898,0.7195298373,0.9568716094,0.8931207558,4.951947395,12.9187234251,20.3244639628,31.0340077147
94,Cyklop,0.0587803086,0.0683181845,0.0936106984,0.1453396524,0.2520465317,0.3094136335,0.2895627277,0.4423380727,0.391943128,0.50020008,1.65,1.7961295419,4.2741706161,7.885150079,0.0789889415,0.1221958926,0.1022979985,0.1276803714,0.1661577789,0.2695102686,0.4069767442,0.5050552923,0.3612605688,0.4753729576,1.5131121643,1.6936808847,3.6062176166,6.7776203966,0.0253048079,0.0437869037,0.1184834123,0.1736966825,0.1685090321,0.2364147587,0.3125514065,0.4146594305,0.7421011058,0.7418491101,1.111417388,2.6156398104,3.3497630332,5.325569836,0.0276563969,0.0576619273,0.118905175,0.130740317,0.2939968404,0.4052922591,0.2763631847,0.3791469194,0.5895499383,0.8436143084,1.4632701422,2.0890995261,4.2652448657,7.5342812006,0.0384936165,0.0448525144,0.0737785139,0.1056082149,0.127016129,0.2283105023,0.36916323,1.0281990521,0.4619491202,0.6410027921,1.9883886256,2.210821485,2.8266192733,4.5902053713,0.0322105148,0.0422960725,0.113152094,0.2075829384,0.198910727,0.2384975305,0.2603222558,0.3439847383,0.5735284017,1.0123222749,1.2849131122,1.3443127962,3.7255924171,6.9477093207,0.032615786,0.0652448657,0.102685624,0.1749605055,0.1419068736,0.169707255,0.2699896158,0.4015296367,0.8898104265,0.9254344392,1,1.1539494471,2.2452602429,5.4200631912,0.0407925408,0.0464276502,0.1147709321,0.1524486572,0.2382306477,0.2868088468,0.2865151043,0.5740126382,0.6088384184,1.0353080569,1.1687993681,1.3225908373,2.0703517588,5.3654818325,0.0458135861,0.0648154465,0.3233807267,0.2850272711,0.215782984,0.3001579779,0.2725118483,0.3961295419,0.2629541864,0.3518598305,1.5495260664,1.8077409163,3.4829567216,4.2393086918,0.0057621389,0.0501504514,0.0820269778,0.1145339652,0.1854522975,0.317614534,0.4831753555,0.6478962354,0.3983270265,0.5000645245,0.6685452235,5.6563438872,15.1843979779,23.5359578796,34.1409023989
95,Cyklop królewski,0.0555093555,0.0645668407,0.0894663895,0.1242236025,0.1965725806,0.2928678826,0.2700242718,0.3413444793,0.3732501733,0.3984063745,1.0551428726,1.6917532918,4.075952876,7.4927927928,0.0640040963,0.0961191961,0.0962577963,0.1203917051,0.1511920915,0.2062048343,0.2659137577,0.4803187803,0.3362382934,0.4429123001,0.9480314961,1.5781704782,3.4447678448,6.4584199584,0.023915643,0.041817145,0.1027909295,0.1654192654,0.1579479404,0.2217557457,0.2965506477,0.3373517885,0.4400418139,0.6999306999,1.0277848585,1.4184397163,1.9797657082,5.0177293102,0.02616842,0.0341199886,0.1137214137,0.1174973074,0.1905321023,0.246960247,0.2588413215,0.3135615365,0.4476301931,0.5017215937,1.3711018711,1.972972973,4.0624393624,7.1648648649,0.0363834819,0.0423348939,0.0695772696,0.0998613999,0.1196070056,0.1457591042,0.273830669,0.9495495496,0.4165438648,0.5083388297,1.2986124074,2.1253638254,2.6302841303,4.3933471934,0.0305004136,0.0400610454,0.0911998105,0.196950797,0.1891252955,0.1985071398,0.2470964967,0.3105656924,0.4836374167,0.7401247401,0.8082127371,1.2541926542,3.5538461539,6.6291753292,0.0309103086,0.039583862,0.084120616,0.1278901279,0.1354816355,0.1608040201,0.253118345,0.3768294734,0.5596120314,0.8717948718,0.8665890889,1,2.1028130611,5.2527373527,0.0385117942,0.0437956204,0.1094248094,0.1442134442,0.2256410256,0.2717255717,0.2683128372,0.3719331145,0.56551023,0.8260568261,0.7337754104,1.2295218295,1.9660240504,3.3858537421,0.0258410073,0.0616963242,0.2094117647,0.2590756437,0.2021952629,0.2625397264,0.2376196708,0.2693409742,0.2465696466,0.3248905981,0.8892322447,1.6839223839,3.3282744283,4.0558807555,0.0054579194,0.0477920092,0.0721385059,0.0958487573,0.1750859218,0.2165317266,0.4610533611,0.3769140165,0.372231528,0.4645169024,0.6288327617,5.4042118628,14.4925708646,21.893365984,33.839055794
96,Behemot,0.0341555977,0.0393105629,0.0331012741,0.0581910183,0.0906180617,0.0963109468,0.1454142948,0.1859582543,0.1435166006,0.2813092979,0.475689946,0.5133846718,1.2510593748,1.8896688342,0.0347881088,0.0411977192,0.062745098,0.0639026478,0.0822896901,0.1262175838,0.1310562935,0.1345983555,0.2273877293,0.2485221751,0.4457828351,0.4891566265,1.0358243861,1.6404151986,0.0174573055,0.01623177,0.0516998277,0.054681974,0.0990512334,0.1105980887,0.1417311087,0.2247628083,0.2431042543,0.2431971911,0.5574450436,0.8379311362,1.0204193655,2.4534155598,0.0172043011,0.0199557242,0.0417158599,0.0562232061,0.0950757677,0.1344086022,0.147311828,0.1631878558,0.2540164453,0.2652508397,0.4438774154,0.5041054039,1.2653800357,1.7669994536,0.0259645794,0.0270082226,0.0480392157,0.0556609741,0.0691149447,0.073792958,0.1671636396,0.2720113852,0.2438042666,0.2957622937,0.5591276858,0.6253609871,0.8281796182,1.0679523333,0.0228336496,0.0260772383,0.0481039545,0.0692122023,0.0894830754,0.1218532574,0.1296714322,0.1824794434,0.273940544,0.3062014393,0.3804628514,0.3917459691,1.0802490408,1.6859667098,0.0200506009,0.0223476492,0.0452245414,0.0639048039,0.0500808597,0.0570166061,0.1681530677,0.2086179064,0.2756898958,0.288486619,0.4453826692,0.4755534472,1,1.6742216552,0.0283364959,0.0288741303,0.0385250413,0.0495888678,0.0731888616,0.075975664,0.1493668146,0.1762397255,0.2866540164,0.4795382669,0.3467673576,0.3969769084,0.981092537,1.5312128879,0.0166651517,0.0267063983,0.1017782606,0.118800264,0.1058191018,0.1045018288,0.1172991777,0.1232302045,0.137602783,0.1646426312,0.4805228457,0.5752187089,0.8306388265,1.0212888815,0.0062934851,0.0188812245,0.0448134092,0.05,0.0907337128,0.0975292588,0.1720993175,0.221434132,0.194054396,0.251201771,0.3677364454,1.3525835866,3.5763282867,4.7735656732,6.9145297646
97,Starożytny behemot,0.0229896239,0.0266699092,0.0215953307,0.0243837795,0.0588521401,0.060843938,0.0937905318,0.1165531777,0.0909533074,0.1219520104,0.2828077314,0.3112817396,0.728383595,1.0220100151,0.0229896239,0.0262483787,0.0416666667,0.0423476005,0.0360243857,0.0410344144,0.0813161282,0.0861189802,0.1464656291,0.1594682231,0.2639386189,0.2983582945,0.6225720712,0.9045558613,0.0120460441,0.0103763796,0.0339494163,0.035035668,0.064348249,0.0720168612,0.0919844433,0.1016685605,0.1418007411,0.1520163958,0.3704928664,0.439825928,0.5673304341,1.3413261997,0.0118028534,0.012273022,0.0268968872,0.0274263773,0.0607652399,0.0766374838,0.0967088197,0.1036964981,0.1554150454,0.1552629576,0.2732652399,0.3089494163,0.7392432213,0.9752587211,0.0177367056,0.0182392996,0.0322632944,0.0373702983,0.046076524,0.0461011591,0.0996433204,0.180885214,0.0983667409,0.1166234328,0.3331630535,0.3767735404,0.4965412123,0.6479565085,0.0158884565,0.017769131,0.0316796368,0.0423313878,0.0578793774,0.0589491945,0.0826591629,0.0928249678,0.1718385214,0.1766374838,0.2293108815,0.2435435666,0.6307684052,0.947543406,0.013845655,0.0140564202,0.0295557717,0.036381323,0.0325226978,0.0368935621,0.1129701686,0.1397535668,0.1689526589,0.1882782101,0.184499694,0.1903769278,0.5972924773,1,0.0192444877,0.0196498054,0.0248540856,0.0314526589,0.0462872892,0.0485084306,0.0983138781,0.1070609228,0.1815985733,0.3411316472,0.2050954833,0.2483949416,0.625,0.7930628727,0.0101329442,0.0154020752,0.0627756161,0.0511444357,0.0689364462,0.0551092032,0.0760538262,0.0784370947,0.0902885863,0.1052529183,0.2600296019,0.3261997406,0.4997911583,0.610666909,0.004539559,0.0122081712,0.0296692607,0.032846952,0.0600518807,0.0620298314,0.094844358,0.1338194744,0.1252431907,0.1627594034,0.1783398184,0.7954757823,1.9703475111,2.482832618,3.3862018021
98,Gnoll,1.166180758,1.4267990074,2.25,3.9732142857,3.2590529248,3.3785822021,5.5417185554,7.5,12.55,14.2196428571,17.5949367089,19.4444444444,47.3044297832,78.2174688057,1.226993865,1.3939393939,2.0972644377,2.2816593887,4.3392857143,7.1446428571,4.6003552398,4.7246891652,7.9416282642,8.9620535714,16.5384615385,18.125,39.7714285714,64.7107438017,0.6043956044,1.2821428571,1.7934782609,1.8611111111,3.3738191633,4.0077821012,10.2071428571,11.038961039,8.8311688312,8.8367729831,25.2,31.1403508772,38.2510288066,119.047619048,0.6527415144,0.6779661017,2.8392857143,3.1047865459,3.3147632312,4.728588661,5.5834378921,5.9259259259,9.795134443,9.8076923077,16.3565132223,18.7234042553,49.0952839269,72.3804679552,0.8928571429,1.0179640719,1.575562701,1.8740849195,2.5352112676,2.5321543408,6.3428571429,3.5397830018,14.1098169717,15.8443465492,21.0808080808,23.4911242604,30.9406392694,39.4953742641,0.8038147139,0.9644087256,1.6666666667,2.3471400395,5.4812398042,5.698757764,8.0529595016,8.7689969605,10.7188703466,11.422459893,14.1278538813,14.6047794118,41.173380035,64.9850968703,0.7220216607,0.7507218479,1.6169154229,2.1945945946,3.3922261484,3.9669421488,6.0729927007,7.7777777778,10,10.3364485981,24.5142857143,25.9660714286,35.2901785714,51.9629317607,1,1.1029411765,2.475,3.5517857143,2.5396825397,2.633744856,5.780104712,6.3636363636,11.0148514851,11.829689298,12.8205128205,14.6525096525,45.8797327394,58.6646884273,0.5623721881,0.8936970837,3.5814889336,5.8837772397,3.8650306749,5.9561128527,4.2124542125,4.3966323667,4.932735426,6.148055207,17.7364505845,21.2460401267,31.9311797753,38.1009070295,0.1965923984,1.6125,1.6206482593,1.7220902613,3.2142857143,3.4023668639,10.6464285714,7.9379844961,7.3619631902,9.7239648683,19.9013157895,50.8571428571,141.807939914,184.339268978,237.199157641
99,Gnoll maruder,1.0988888889,1.3088888889,1.4877777778,3.3733333333,3.1367292225,3.253449528,5.1288888889,7.2555555556,9.0088888889,12.5244444444,17.0253718285,18.7667560322,45.7520510483,74.7529812606,1.1866666667,1.3269230769,2.0211111111,2.1261444558,3.7933333333,6.09,4.4349315069,4.5547945206,7.65,8.3471933472,15.982300885,17.5150992235,38.3622047244,62.1428571429,0.5522222222,0.99,1.724137931,1.7914438503,3.2466666667,3.7798165138,8.55,9.7755555556,8.5410628019,8.540344515,22.4,30.1166489926,36.958250497,107.292222222,0.5833333333,0.6607929515,1.8655555556,2.7155555556,3.2075471698,4.5733333333,5.2066666667,5.7,9.4811111111,9.4810224632,15.8293838863,18.1176470588,47.2314814815,69.3469785575,0.8244444444,0.8994708995,1.5366666667,1.7822222222,2.3247232472,2.4475524476,6.1190738699,9.5433333333,12.2766666667,13.8422222222,20.4607843137,23.0144927536,29.9557913351,38.3034257749,0.7211111111,0.8888888889,1.6108786611,2.2602089269,4.5722222222,5.0966666667,7.4677777778,8.4333333333,10.3633333333,11.0330578512,13.654015887,14.1244444444,39.7464074387,62.5161290323,0.6507592191,0.7235621521,1.56,2.1145833333,2.3133333333,3.0666666667,5.6033333333,7.2025723473,9.6795475966,10.0362976407,21.5388888889,22.8333333333,34.6330777656,50.8910891089,0.9066666667,1,1.6855555556,2.6866666667,2.4474187381,2.5447316103,5.3333333333,6.1287553648,10.3833333333,11.3716814159,12.3853211009,14.2001870907,38.1481481481,56.7017208413,0.5434782609,0.8620689655,3.4396135266,5.1592356688,3.5866666667,5.2377777778,4.0722222222,4.2457091238,4.6166666667,5.9211111111,17.1531346351,20.5515832482,30.8062330623,36.8880351262,0.1888888889,1.25,1.55,1.6555555556,3.0177777778,3.2951289398,8.3077777778,7.6819204801,6.8322222222,9.0411111111,17.4644444444,49.1096062202,135.832476876,182.12037037,235.21778043
